Measurements/Samples, Spot 204291, Spot 204292, Spot 204293, Spot 204294, Spot 204295, Spot 204296, Spot 204297, Spot 204298, Spot 204299, Spot 204300, Spot 204301, Spot 204302, Spot 204303, Spot 204304, Spot 204329, Spot 204330, Spot 204331, Spot 204332, Spot 204333, Spot 204334, Spot 204335, Spot 204336, Spot 204337, Spot 204338, Spot 204339, Spot 204340, Spot 204342, Spot 204343, Spot 204344, Spot 204345, Spot 204346, Spot 204347, Spot 204348, Spot 204349, Spot 204373, Spot 204374, Spot 204375, Spot 204376, Spot 204377, Spot 204392, Spot 204393, Spot 204394, Spot 204395, Spot 204396, Spot 204397, Spot 204398, Spot 204420, Spot 204421, Spot 204422, Spot 204423, Spot 204424, Spot 204447, Spot 204448, Spot 204449, Spot 204450, Spot 204474, Spot 204475, Spot 204476, Spot 204477, Spot 204505, Spot 204506, Spot 204507, Spot 204532, Spot 204533, Spot 204564, Spot 204565, Spot 204566, Spot 204567, Spot 204594, Spot 204595, Spot 204629, Spot 204630, Spot 204631, Spot 204660, Spot 204661, Spot 204662, Spot 204698, Spot 204699, Spot 204700, Spot 204728, Spot 204729, Spot 204730, Spot 204769, Spot 204770, Spot 204799, Spot 204800, Spot 204801, Spot 204842, Spot 204843, Spot 204844, Spot 204872, Spot 204873, Spot 204917, Spot 204918, Spot 204946, Spot 204947, Spot 204948, Spot 204994, Spot 204995, Spot 205024, Spot 205025, Spot 205026, Spot 205074, Spot 205075, Spot 205104, Spot 205105, Spot 205106, Spot 205156, Spot 205157, Spot 205187, Spot 205188, Spot 205241, Spot 205242, Spot 205271, Spot 205272, Spot 205273, Spot 205327, Spot 205328, Spot 205329, Spot 205359, Spot 205360, Spot 205361, Spot 205417, Spot 205418, Spot 205449, Spot 205450, Spot 205451, Spot 205509, Spot 205510, Spot 205541, Spot 205542, Spot 205543, Spot 205603, Spot 205604, Spot 205636, Spot 205637, Spot 205638, Spot 205700, Spot 205701, Spot 205732, Spot 205733, Spot 205734, Spot 205735, Spot 205799, Spot 205833, Spot 205834, Spot 205835, Spot 205836, Spot 205837, Spot 205903, Spot 205934, Spot 205935, Spot 205936, Spot 205937, Spot 205938, Spot 205939, Spot 205940, Spot 205941, Spot 206009, Spot 206026, Spot 206032, Spot 206033, Spot 206034, Spot 206035, Spot 206036, Spot 206037, Spot 206038, Spot 206039, Spot 206040, Spot 206041, Spot 206042, Spot 206043, Spot 206132, Spot 206133, Spot 206135, Spot 206136, Spot 206137, Spot 206138, Spot 206139, Spot 206140, Spot 206141, Spot 206142, Spot 206143, Spot 206144, Spot 206145, Spot 206146, Spot 206239, Spot 206240, Spot 206241, Spot 206242, Spot 206243, Spot 206244, Spot 206245
LPIO170_0,27725.13809,29549.67652,25829.87788,29867.15257,26792.31111,22263.51264,18189.99346,25491.87383,19966.27617,26290.75053,11506.87059,16031.45165,30093.90252,24896.19979,39289.45489,32140.86069,34124.14824,23184.36648,32212.34922,39546.40732,29539.67503,27193.30794,31419.29103,23877.49453,20779.26633,22728.10211,28368.37243,35468.16087,18923.67737,30717.97077,24453.40851,72059.87972,21427.50357,30340.15431,37977.60933,25020.61477,18749.71465,28306.39092,40925.93416,32802.52108,18255.56636,23392.8265,31933.70587,37669.65281,41513.8231,42564.2906,42740.36644,34112.82914,51691.15611,38728.15275,20598.17093,23872.09067,28382.45927,23162.37594,37784.82745,25377.45446,36474.15213,36732.49052,34308.28048,28912.77664,33851.35495,23652.77169,39712.55268,30390.90726,32258.0963,56092.84648,58678.15104,30638.29251,35871.70509,39007.44962,32368.67431,34190.78273,30779.20106,27098.97032,44285.61331,33219.69887,28050.20121,26895.56891,24460.35761,31316.05308,23528.86761,29123.21189,22888.53178,27401.86299,31576.81711,35207.24604,42539.93625,36555.49138,34828.49583,32445.11934,62035.68987,35814.98346,40070.88418,30518.76436,35363.6352,49415.26063,19741.30898,34023.0897,22300.34712,47698.81735,24656.53791,29329.05859,19295.54062,55019.68445,51599.90979,34993.77835,31495.83424,32508.08122,43777.45417,62098.66512,24398.04239,23049.44772,32390.61429,27082.65115,50167.54085,22345.27096,27403.68216,21468.47335,21464.94042,33875.70431,32265.68384,35992.77821,23068.49142,31640.4538,36906.57857,34712.21194,30102.3149,34061.29525,22525.01574,31690.88093,50011.16084,35748.34623,31963.5505,37287.19607,32443.94049,58274.98406,26820.98131,29668.60046,27179.22324,48210.85191,25640.86417,33261.6918,56249.79866,16126.43035,40002.7904,50482.41691,36490.81601,42706.98726,31683.97153,12915.28174,38572.28826,50655.79827,32950.59863,45013.11026,46528.89765,33586.11294,30121.85673,46059.77142,13858.73383,17987.92237,61399.53251,32036.93989,38499.39013,70113.90028,56791.7935,45098.66712,27168.28972,30119.18491,48896.59532,41486.26782,33011.23592,36172.45716,14519.12472,28494.53997,13852.49916,35508.45783,46238.43266,38433.34359,32353.3781,30351.51499,24935.70831,24631.72269,29017.71059,24251.46203,45944.35458,33300.98226,16083.98584,17691.57773,29580.2772,28434.56707,24221.05101,27306.27815,28354.0101
LPIO170_1,0,6789.973751,9616.120902,16644.02009,8495.291833,8190.58625,0,11945.03491,6509.186768,12124.16295,8220.070716,0,14265.21689,8861.373851,14753.73677,14687.5429,10695.91717,9289.383152,14437.76571,18076.68734,8965.37393,8930.194301,10262.7232,7957.275863,14337.65477,12659.14752,0,12476.56892,13756.16508,13570.66777,8982.744782,27760.59354,8368.33876,13722.71015,15256.35231,15484.5894,13276.17513,0,9879.336191,13859.99181,14103.85474,6366.510595,13727.37295,9807.540005,0,9192.213456,13285.95913,14610.04803,10449.74686,7238.872538,11135.83284,7743.164027,6899.392761,8284.342795,17693.96495,23400.12404,23640.91449,11506.93702,12156.68374,13096.80457,10897.03458,11460.29581,11373.62661,9119.540337,9600.379899,32283.32592,0,0,12935.01434,10640.86586,13257.13043,14158.22557,12801.97733,9801.463785,12360.39471,14936.31996,8549.417723,9209.42611,10286.01327,14222.45018,13403.11197,10065.56447,18633.65825,11201.84969,12890.02221,17489.62337,15144.55993,12573.15366,18500.06685,26475.25627,20818.58905,11209.45835,16145.69927,12656.80266,15750.12112,14455.2581,18386.8291,22432.18708,13497.4589,15106.83786,10541.11055,7400.670497,9983.582172,26626.48463,0,11028.81766,23202.98203,9479.671131,13417.72121,22347.81786,7637.585293,23762.14649,13391.04106,17869.5172,17989.904,15103.05702,11025.55986,11427.55728,0,16732.29934,15866.6807,7945.614475,13879.14525,11045.85752,14713.2831,7613.389275,10363.29293,17608.25442,8302.694386,8664.742784,23913.9724,10684.28384,21846.24637,15947.72217,14102.5274,26912.04937,14770.20868,19506.51808,9353.932859,28058.82241,17219.27543,13102.71809,28478.21479,12822.52712,20934.80552,22641.82026,17461.05236,26571.85596,9664.702928,4578.515469,20216.69969,15709.1065,15464.60403,15834.78879,14222.09578,15321.94574,25165.65573,11257.18355,4781.658753,10895.30252,15162.09452,16059.47153,12681.78081,14939.65263,18913.71359,15084.65213,14320.42397,24527.45712,17223.77012,14985.60938,15825.1129,13296.20389,5422.317983,7863.279911,12837.82427,11719.00697,25086.00767,7868.907316,16154.79821,15355.03269,17573.77705,8849.774978,15120.8005,16970.14684,14353.33416,15617.67753,6112.902454,13092.0925,19561.48615,13602.56084,19609.63616,8057.563288,17116.23512
LPIO170_2,0,0,0,0,0,0,0,0,0,0,0,4358.804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7067.03626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8167.777306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6609.044815,0,0,0,0,0,7222.643487,0,0,0,0,0,0,0,8133.959822,0,0,0,0,0,9019.861431,0,10798.65343,0,0,6553.571021,0,0,0,0,0,0,5591.608258,0,0,6271.900787,0,0,0,7211.423085,0,0,6465.084274,0,0,0,6041.254375,0,0,0,0,0,0,8119.278679,0,0,0,0,0,0,0,0,0,0,20590.10672,0,0,8363.039889,0,0,0,0,0,7439.982167,0,8240.309872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7204.407404,0,0,0,6973.354861,0,0,0,0,0,0,0,0,0,7007.389856
LPIO182_0,87490.53213,116181.057,84378.03646,140135.209,129839.1653,121114.6992,99932.93998,129535.6592,108751.0585,136720.8549,78285.61957,100390.469,111781.2695,78143.53354,131279.11,157437.5645,136215.0822,109669.7937,152001.1842,161031.0257,116242.8639,100204.7801,135592.9552,122670.7389,105840.5338,106082.2431,153583.9961,103635.0962,88238.59233,160987.1506,146634.0682,311196.4939,143500.2092,132669.4038,145380.7527,142244.0208,91348.32666,102409.1517,111599.2999,102032.9072,114611.7753,123089.4389,102495.0942,162285.6724,132365.379,185355.9517,165129.2122,189350.0803,144310.9534,101310.7604,82309.35517,119846.8216,224841.5996,128117.7809,180616.3033,98427.38662,179189.1919,122651.1998,149745.3883,165980.7503,191523.9542,112860.6872,149561.8515,140659.7179,141664.1309,162514.6267,216286.4742,123997.3047,148418.1276,92415.65377,129052.8137,155415.8598,119614.606,90716.93604,147110.5948,149009.1927,107062.6508,145193.8875,112103.1623,86905.57825,99040.76096,135476.175,126280.9272,151347.5827,116103.2329,136395.4806,139689.6814,123567.0344,157235.3108,152564.4629,123248.6903,177336.5005,120419.2201,150232.6733,98243.36019,163082.1761,110267.5839,147775.8653,113076.8078,136138.1927,146823.7805,111550.1422,91055.11852,161909.5851,160085.8119,154554.5899,110309.0697,145498.045,140344.4783,197525.7255,121204.0966,105226.9727,100906.1538,75517.37101,149902.765,90573.24286,131512.7173,101334.6262,76724.58263,88092.31172,121749.5561,128528.3247,121962.5128,152555.6857,99378.85805,130319.5211,98785.81151,124159.4992,108388.842,86232.10193,122386.4603,119914.7423,177692.078,118824.2644,77158.83511,188447.1531,105999.395,153394.94,87141.41543,99907.08275,91862.67417,113531.638,135952.6669,91161.91971,79424.93619,182200.829,113607.4398,150760.4002,74866.36177,61169.96111,86111.43027,93941.65303,95802.51135,101324.5853,114963.9206,94923.90567,103506.5062,71939.37263,52625.41473,58745.48862,107773.3177,55476.51959,86834.8677,136667.0622,131064.8938,106970.564,119939.9487,117840.5734,132550.0647,107931.6187,123948.2345,100858.1918,65593.39487,84862.95567,52867.86488,99422.47145,169721.0972,78868.1749,128026.967,116731.5677,105120.6952,111288.5647,114323.0868,100027.1834,84924.54149,102239.5978,83473.62637,49940.07937,130711.8846,87886.12355,89552.21139,80045.96362,81448.55312
LPIO182_1,53787.90113,41483.15667,31849.34759,66173.77153,71284.08319,45964.49285,38564.65944,72502.52715,48490.52436,63062.94104,29040.24159,49168.97547,41695.649,41037.37964,92985.5039,57240.56174,55985.15328,66222.37779,59120.34125,51610.55683,66477.5713,43916.48956,59021.0343,28719.8959,60666.93303,48649.69776,78203.38726,58775.27468,46285.6385,117160.0511,79970.99588,150436.1466,68717.13685,45702.85749,86735.30408,63933.73449,37961.67499,34395.80129,37307.65093,42145.55825,35641.38327,57990.88568,44446.02511,56981.51206,78816.10937,47312.36725,50588.4837,79216.38495,72450.50735,44103.88916,32404.18879,38151.46591,105243.279,50849.61132,59568.26081,50775.40841,87567.36039,38984.41427,58705.70236,51957.39465,95170.42899,68922.45225,46066.68007,40786.65882,49670.02162,171345.2573,139049.0146,46676.99617,57208.76577,57682.99288,58845.78082,56725.06766,83304.15109,32585.71401,96084.72339,85923.56155,71390.75584,50186.68015,87448.09481,56882.39324,54032.45481,50510.8757,92706.13365,62138.71985,78065.1471,53338.82185,61503.13754,84730.57259,59116.10565,46759.31308,74287.21387,93663.76769,85339.84521,92240.07901,63361.29858,32526.82672,55018.18396,66904.86071,56728.40754,45904.96327,51604.73675,57375.06315,36552.40289,62105.64459,91925.29969,54784.80151,60657.8252,79820.51255,66707.01344,63743.77828,44384.02466,82383.34714,49671.62633,37279.25046,100961.008,81914.69603,81699.73602,77320.10714,58855.80423,51478.35838,66082.1508,82104.94902,66286.06621,62796.99445,47052.83803,50044.65105,65568.83834,85285.83952,51339.98841,64377.31164,58773.56273,79087.72184,64063.32059,42275.54871,41645.76786,88240.53587,30546.01202,60782.80572,55720.70248,69074.56509,37036.74978,96836.03554,74193.01568,48693.81487,30437.7897,94570.08638,44539.9112,90579.72042,41289.21725,34265.16679,64635.28479,61027.918,37712.4981,61078.2829,85179.94108,44652.19984,85185.06909,30500.24775,15352.36598,22033.09917,58281.25545,29966.46629,40176.05939,74984.67351,61406.31829,60132.35254,70857.19133,67959.30267,48007.17316,43893.1392,71023.86015,43310.05947,41766.29351,45613.48108,31917.69272,45653.44762,61392.45424,61194.1504,79417.77589,74673.89262,50983.11747,38400.75667,70099.86464,38657.95972,51959.38956,25961.08084,53251.07068,31473.4331,77829.80026,38218.73771,30438.91323,31229.9761,57037.9353
LPIO182_2,11492.43218,7879.264694,9734.920147,15046.08709,13320.84717,14325.88335,10245.77155,19646.6539,10712.11662,15852.03952,11654.59416,5789.298661,9100.431599,14208.20174,0,25906.19574,18587.27787,12750.42526,23357.87259,9975.265139,17334.2847,12736.81351,22420.52359,14080.15339,7292.417811,14109.29176,10349.55935,10568.98747,10948.46131,23370.9538,16121.14486,15549.83458,12990.16517,13964.60452,12247.35933,21272.89528,18317.18333,11150.0014,14719.59691,12924.88514,10817.85494,12932.58282,21651.572,21899.05212,20658.83369,14115.77118,28165.31478,23283.03579,23432.08818,16930.10551,12978.48125,10095.48054,19259.45128,18919.21504,25573.62088,10369.84555,15340.72569,15788.90074,12999.65447,16020.07541,26418.35915,19963.31776,15631.46005,15207.8063,24573.76172,35410.74084,25005.58895,20452.64802,15115.67931,12887.30118,18352.95944,19952.71406,7298.238567,16144.71575,17875.74127,21840.46448,25990.39949,15913.76156,16987.74175,17877.73373,17648.00412,7456.116841,13297.27778,17019.47615,19073.96654,20350.44366,18121.72601,16018.11222,22234.72619,11770.39776,23377.20795,26626.12605,20221.64601,25223.5621,11748.50491,9487.434853,15322.27919,9239.74235,8314.542784,24135.43047,14955.17933,14153.77279,9284.416086,16458.1409,9728.170418,21749.08751,25904.78297,8593.831087,15828.16997,22815.48447,19406.67459,24866.71293,13806.17036,7163.850236,26910.54306,21556.84017,13326.35425,8735.419669,7225.027774,7692.924791,14287.87799,17064.91569,5590.823364,22078.23888,13397.88183,17166.62289,9918.069726,16028.9616,8131.766753,12295.36832,22240.14552,11276.78788,17448.07044,10150.14573,14626.29744,15131.00779,15075.62691,23094.74583,11945.03772,22039.05513,11583.7457,20815.18874,20179.38833,10339.8935,14124.03437,10521.37348,5777.223001,15423.90626,8719.176268,11837.05941,28904.70753,19509.04534,10690.94353,24880.08899,20572.26373,19803.41394,17035.74424,5480.043106,8981.27177,6041.7083,16868.67847,7646.268129,8403.950795,14594.92305,20169.93602,23179.7708,19807.5348,24952.03948,8820.634041,9239.647638,9155.795701,14802.17396,14395.09744,12014.75796,5622.979604,9511.354328,11885.78114,13850.64419,21870.39581,18735.61951,20511.43772,13580.17966,9572.764212,14941.57963,8075.289127,7578.703023,16613.82765,11547.53212,13310.37225,18563.33121,13061.71601,11753.03365,7936.948614
ST302_0,69349.1478,74140.52252,93303.43897,110744.4816,83796.59193,82436.8743,71439.50056,93320.36798,81773.09156,89167.39943,50719.46173,59264.03846,91278.80535,62215.90929,124125.1033,99851.02234,110581.7358,70644.14814,110948.3108,111543.8323,66176.66468,90887.08834,76060.28653,54759.04435,80948.77167,73392.60989,87707.14852,59454.21851,59010.90919,74385.5435,81997.75244,220311.3779,109299.2914,92529.64604,116733.4329,96558.54248,68111.74831,73708.18646,70653.86571,82675.08531,63887.88235,63420.84786,71917.19284,111166.4683,94105.04711,114827.2028,138737.1401,123474.4829,128727.6119,71060.44567,70843.06559,67131.20156,86046.67822,72893.15987,136818.6208,74683.42789,145513.9633,66881.09117,81531.1199,92493.91311,85610.69396,77110.2904,110598.5911,108578.8293,103400.1935,188219.7815,140143.6389,76591.86924,99283.74611,66091.6827,79661.76974,97458.78644,93346.70967,97075.59915,134907.7502,105924.4134,115782.5692,103996.7342,98767.06888,91818.89516,90441.65982,91370.89978,84464.43724,138493.8011,74006.94656,109385.0427,97777.28716,82911.55754,107588.763,90269.93075,98456.32267,121801.4815,89206.189,110160.1133,99382.46388,89392.47901,62341.40672,100179.3513,63986.56007,106937.7553,81342.29944,66067.13751,78521.10428,113166.5022,137006.5233,98695.23068,85544.20934,120584.0617,83262.26859,93578.32208,64440.76604,68569.07632,78387.51772,77776.44114,99503.56923,79220.39856,78057.13902,89280.32135,69585.94397,69361.07716,114147.0306,88709.07689,81956.28133,92815.59886,123956.711,97876.57512,76063.72782,105435.5567,63077.53706,78585.92765,93137.55231,87836.29749,108526.1417,92152.69956,88678.62163,139688.5811,74948.54744,79568.75695,78955.69109,89240.10094,97163.82381,84134.57555,103650.9363,60130.53123,82598.94361,142635.4239,89049.82817,94273.00846,51888.63365,49508.17285,100331.3392,136143.3476,86622.59328,86339.09931,126962.4182,77252.97353,87457.46129,63829.66516,42703.08519,69561.47317,81465.14803,73988.4455,94378.45261,140951.3412,126935.009,116591.3723,108638.569,68983.74468,119114.1813,110396.465,88670.96956,80544.89028,71044.42529,69047.90907,39762.05366,91490.99826,121456.8366,100948.1451,80166.56748,90496.59936,88561.27787,71785.24076,97157.10138,64301.24389,90794.01584,91257.45166,71271.89555,61347.5913,87621.45817,60979.95551,80175.47268,75414.09001,85052.37053
ST302_1,33395.07621,29859.77017,31145.48744,34198.8898,32011.10724,31532.34615,34041.98273,38417.79445,26106.73572,36812.05579,23655.36729,25971.8471,42535.70387,32933.56223,40504.89322,31343.28612,39366.35094,37402.01445,78716.63383,45080.84834,39343.32529,26449.90861,28181.23526,41352.80723,35281.88298,22890.58877,27612.0826,17562.32235,36743.38912,63812.80863,37116.6531,84204.24614,39472.5054,32882.81583,36004.92032,40978.55022,46116.39064,38993.95725,45546.2212,44048.08962,19790.10117,25262.20306,21596.85412,59241.49144,57900.47386,38504.29628,54043.41349,71526.94835,39435.16796,28440.56754,31012.48161,36720.6458,52806.62439,31513.41265,79323.79022,30871.24206,59732.96628,26532.2176,45313.63468,47896.42224,59482.43361,28865.18441,46119.9411,36246.02979,21985.18536,38053.60194,57270.43728,30252.07406,49730.47045,48275.80534,31557.03766,40772.67948,48138.04014,29808.12661,59047.17822,42021.71451,43719.78999,29622.65085,55516.32339,27016.92154,33012.54173,29307.03688,33078.80013,54229.56878,37602.55037,45176.6001,39199.73223,30090.12433,38147.03685,38878.82427,41857.74073,31655.56194,60758.10834,61951.7677,68583.26697,28981.24231,38738.77123,48704.62307,24684.30705,42248.16741,32004.2086,39976.50516,28019.34265,60745.19366,43391.9198,52318.63104,40487.38076,59837.77302,47063.95812,68359.00058,26466.94591,33100.85198,29807.07931,28506.85362,46404.62155,29941.3081,41102.47952,52937.76354,21226.86295,25136.69316,58199.01014,27949.19617,23018.82303,39148.92192,57420.64461,28274.63686,29536.665,66600.2189,33062.50297,32121.98087,37249.39107,34391.25871,57349.4456,41375.39038,28609.51473,79435.43215,36124.38813,37595.4386,21124.11919,39813.71477,37463.07533,55118.97804,57550.55916,26591.13029,18481.9862,38381.42372,30861.54164,47219.35493,30861.29327,26509.14473,48919.15437,72652.07061,26433.54664,53052.56411,58780.70535,37553.49926,33438.21511,22400.35125,11332.35362,30192.14432,30673.19007,56108.82724,49813.84286,45771.41962,82896.68654,34309.48278,32643.49929,63047.07812,64271.33951,39517.31338,28692.62266,46262.77846,33793.07232,38013.48857,29939.87664,37188.21977,57139.91435,47405.85991,34295.67812,30997.48906,29228.24895,37745.46687,34797.19146,43592.76399,49555.74961,28505.59237,25775.47182,28304.75663,25771.19344,21276.34255,45562.04441,39612.58821,37779.90135
ST301_0,238611.4604,290528.0907,259937.5767,314953.2227,292938.443,276337.4326,252845.9484,318734.5674,222491.9482,322790.059,198098.2031,240250.5283,410930.3246,366467.9837,486230.659,328934.3131,320745.1692,235996.668,385277.6032,323095.6491,240417.5848,314703.8639,360805.3011,301427.626,321398.7611,362062.3453,331288.2951,341756.4241,280726.8438,397116.3299,317673.2023,592455.365,308793.6617,301059.5878,321683.135,325278.712,324356.6557,268383.4942,360708.6738,431209.0288,284429.6535,251536.3943,319813.144,352333.8945,309098.1987,314375.4422,476884.4325,458124.5689,418358.9377,265129.0687,249343.0775,286960.0525,333541.9254,265546.8377,372749.5871,363941.1657,344228.2132,312507.4223,405911.3354,322716.7246,427140.2376,396243.4798,425291.0075,371697.5713,456488.2853,432696.0505,342492.9029,372214.684,379490.0696,304483.8575,453532.255,348268.4393,383548.2657,364337.6544,354974.415,364082.5709,368576.1658,317561.8115,390335.4698,379206.4221,318844.0332,351752.1088,319527.5902,366695.7875,328345.843,322618.6393,427052.3727,336345.5292,378672.1904,420637.2878,401440.6282,431631.3265,462402.6914,378099.7231,473796.4458,297276.409,277279.0535,426833.9626,314131.9738,439524.7464,290877.0702,469235.2089,233222.7996,443285.1059,360191.7477,389252.1495,565128.7572,326289.1415,423760.434,417554.2627,310274.9133,355398.4839,435330.9183,337781.1116,447105.669,341048.0424,418644.4778,283865.2327,218352.0959,327471.4498,424369.1718,279135.1216,326405.0995,402710.0728,343938.1323,289426.2247,281957.1764,424146.9289,284197.8808,323382.5113,399862.8963,391081.0188,429789.0994,402488.2514,371693.3405,404014.9998,356873.0884,320384.5319,317427.3974,406497.9332,310675.5284,340181.0059,507552.7395,247163.1383,323609.7005,389068.5275,278602.6064,349350.8122,328662.701,216190.6402,448444.6021,377975.8227,281043.2365,410661.9407,310032.8872,334138.0113,473445.9052,356325.0619,209768.3695,275004.3971,466045.3835,390381.8293,422219.8352,485810.9797,561570.3969,350454.8916,348867.8622,360842.806,318436.4151,261327.5043,320917.8637,355031.8339,238118.1946,343324.1591,214099.9528,284899.7526,373353.3967,212504.3035,300520.429,292577.4264,316725.8275,325403.4962,344510.495,256997.9457,384371.487,400116.7169,275765.2383,337411.5842,337396.6965,285545.6943,322454.1447,254527.785,366307.9993
ST301_1,124452.6187,83119.01724,77908.04179,97221.8045,73618.50395,74598.48748,66036.49245,98750.44888,76507.8672,84051.36425,51816.48293,81919.03111,106326.1195,100150.2809,209717.7957,102908.5137,105935.3374,68750.20323,116976.6056,141107.8476,66951.65917,93983.40332,103112.9759,77526.70214,92286.98705,97457.99058,75952.9746,81133.37241,82390.30181,105129.5054,92771.7009,278379.3838,80184.4423,91132.73569,110543.0842,97992.87889,72229.98172,83832.68276,112815.9344,112999.8983,66423.26914,93652.99012,76733.37602,125659.5561,94798.93338,164360.3278,124008.5169,115641.5504,119677.2896,84212.92003,84425.32137,83736.51612,166452.5126,74704.21782,129609.9143,79913.88314,172791.9656,87203.18041,111402.4962,107016.4097,120395.3874,159940.8326,105790.607,116800.3339,92451.56789,259545.8689,152541.7155,116118.9312,94113.65472,97090.24195,108915.3202,104078.0789,103241.1204,96780.86019,139916.6382,100652.2319,170169.7485,121468.9575,90544.72197,99525.18662,82433.51982,96948.24299,99708.19917,105184.0751,95350.42358,91007.24174,106988.1342,92838.35805,96024.06842,96618.86188,119016.6914,128263.04,140550.3894,105757.3504,129779.9316,88265.59559,84834.69443,122689.9247,91661.35397,107817.2391,74339.68308,94190.54721,74699.56875,154554.0435,127931.9855,151429.8135,149073.9737,96599.48177,118404.7255,107948.6226,81555.92442,103259.0801,108239.1278,105138.1645,127684.9534,101948.8839,120403.8457,64000.96795,74258.77954,96827.36825,135421.8612,80171.48211,112271.6974,106388.7575,174047.7561,89537.83625,76988.18384,145529.189,86965.87948,100954.3295,94901.81018,98364.95935,124979.9983,103977.3161,98901.39975,109026.4492,109715.9761,96190.40249,94695.58167,103805.1159,84712.5964,98229.12091,115843.8011,63958.9958,82877.04226,122530.279,75841.78294,67032.03182,84895.07814,56559.81649,139190.6096,158270.9362,81588.3464,100602.7045,103013.2536,110567.5846,107046.2401,139518.8665,63917.82767,88016.42931,130881.678,108713.8096,127978.9596,130088.7223,164525.0397,114952.6968,80785.93876,91515.02484,96912.44591,114265.4054,93014.01727,106813.3565,104259.8692,87114.59327,71182.39913,77274.58816,123368.5697,81230.25636,88267.69946,70663.76236,80991.34272,81558.81303,84599.90487,87480.36794,87428.85045,94006.15096,74291.54575,95263.12214,92245.18298,117374.5244,89037.69786,63123.56262,89594.59104
